name,model_size,buffer_type,acc_new,f1_new,precision_new,recall_new,acc_all,f1_all,precision_all,recall_all,acc_base,f1_base,precision_base,recall_base,training_time,buffer_length,buffer_memory
standalone_resnet50+MLP,275.47835063934326,limit,0.8214285714285715,0.11086413586413586,0.22619047619047622,0.1088095238095238,1.0752906976744188,0.3214947236765848,0.6144067289749437,0.3028309248289933,0.9554263565891474,0.3100677321660399,0.684981684981685,0.2692307692307692,9.901971459388733,512.0,4.02734375
standalone_resnet50+MLP,275.47835063934326,no_buffer,0.86,0.0,0.0,0.0,1.10187338501292,0.0,0.0,0.0,0.9689922480620156,0.0,0.0,0.0,9.017261743545532,0.0,0.0
standalone_resnet50+MLP,275.47835063934326,remind,0.8457142857142858,0.15525690525690525,0.46078431372549017,0.1047470238095238,1.0921511627906977,0.37368784776644454,0.8571428571428571,0.31713535792850883,0.9825581395348837,0.4303182109025079,1.2692307692307692,0.34615384615384615,10.742057144641876,512.0,2.0430221557617188
standalone_resnet50+MLP,275.47835063934326,unlimit,0.8342857142857143,0.1390257252326218,0.2755681818181818,0.11383928571428571,1.0856266149870804,0.46890197862160105,0.6607142857142857,0.4358092483343534,0.9786821705426357,0.552609253844457,0.9417016806722689,0.4807692307692308,10.029526114463806,2449.25,19.26556968688965
